message_id,message,Constructiveness,Justification,Justification_internal,Justification_external,Relevance,Reciprocity,Empathy_Respect,Uncivil_abuse
548,"=@USER @USER @USER @USER @USER @USER @USER See, You Just used The Nazi tactic",0,0,0,0,1,0,NA,NA
549,@USER @USER @USER @USER @USER @USER @USER SLAVES WAKE UP! reject criminals that govern SLAVERY TO FINANCE DEBT TO EXIST. ***Law=chains of slavery*** Money doesn't work SLAVES WORK FOR MONEY TO EXIST.,1,1,1,0,1,NA,1,NA
550,@USER @USER @USER @USER @USER @USER @USER Somebody help Ted out. https://t.co/X4NDaKhOo6,0,0,0,0,1,0,1,0
551,=@USER @USER @USER @USER @USER @USER @USER Sort of like how he used The IRS against his enemies?,0,1,0,0,1,NA,0,0
552,=@USER @USER @USER @USER @USER @USER @USER Still leaves quite A few to be convinced,0,1,0,0,NA,0,1,0
553,@USER @USER @USER @USER @USER @USER @USER That's why I advocate tax cuts for everyone bc we are giving our $$ away. Govt steals trillions from us~ say misplaced? I don't think so<f0><U+009F><U+0098><U+00A1>,0,0,0,0,1,0,0,0
554,"=@USER @USER @USER @USER @USER @USER @USER The US is The United States CORPORATION COMPANY..  not A democracy, A buisness",0,1,1,0,1,0,NA,0
555,@USER @USER @USER @USER @USER @USER @USER There was a vote in 2016. Who knew is an expression. Don<U+FFFD>t be so grumpy.,0,0,0,0,1,0,0,0
556,@USER @USER @USER @USER @USER @USER @USER They love anyone who hates America as much as them. It's crazy that they can hate they country that made them rich so much. Robbing us is what they do best sadly.,1,1,0,0,1,1,1,1
557,=@USER @USER @USER @USER @USER @USER @USER this Has been going on for decades: they Just have someone evil in power on their side.,0,1,0,0,1,NA,1,NA
559,@USER @USER @USER @USER @USER @USER @USER Well at least they aren't giving the money away to foreign countries like Obama and Clinton,1,1,1,0,1,1,1,NA
560,@USER @USER @USER @USER @USER @USER @USER Wendy's Burger Barn and Comedy Club,0,1,0,0,NA,NA,1,NA
561,=@USER @USER @USER @USER @USER @USER @USER what color veterans?,0,0,0,0,1,NA,NA,NA
562,@USER @USER @USER @USER @USER @USER @USER What has Pablo Escobar to do with anything ?,0,1,1,0,1,1,1,NA
563,=@USER @USER @USER @USER @USER @USER @USER what was <U+FFFD>unconstitutional<U+FFFD> was that congress did not approve The payments.,0,0,0,0,1,NA,0,0
564,=@USER @USER @USER @USER @USER @USER @USER why dont You waste money on things that actually matter and not on propaganda,0,1,0,0,1,NA,0,0
565,@USER @USER @USER @USER @USER @USER @USER WTF is wrong with @USER???? <f0><U+009F><U+0098><U+00B1> https://t.co/wOL0AB7hnJ,0,0,0,0,0,0,0,NA
566,@USER @USER @USER @USER @USER @USER @USER You've obviously mistaken me for a #Democrat.,0,1,0,0,1,0,0,0
567,"@USER @USER @USER @USER @USER @USER @USER You are so full of lies. I have no idea where your scam business is, and i never left harassing v. mails, now you're just fabricating lies, and you KEEP tweeting about  ME! You searched me out on FB. you need ment",0,1,0,0,1,NA,1,NA
569,@USER @USER @USER @USER @USER @USER @USER YOU HAVE GOT TO DO SOMETHING!,0,0,0,0,1,NA,1,NA
571,@USER @USER @USER @USER @USER @USER <f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082>this is just to funny. It probably actually believes the lie. ANTIFA=KKK=BLM=Nazi=DNC PERIOD.,0,0,0,0,1,0,0,0
572,@USER @USER @USER @USER @USER @USER 4) China+World providing cheaper Broadband while Pai sells out to Comcast ?,1,1,1,0,1,1,1,NA
573,@USER @USER @USER @USER @USER @USER A google search would tell you that they have indeed been trying to pass this legislation since 2001. GOP is who u need to talk to bout this,0,1,0,0,1,1,1,1
574,"=@USER @USER @USER @USER @USER @USER Accd to their own standards, their refusal to denounce them constitutes an endorsement.",1,1,0,0,1,NA,1,NA
575,@USER @USER @USER @USER @USER @USER Actually this is a suspect poster in Mueller's Russian investigation lair! https://t.co/FeQVkrwAgA,0,1,0,0,1,0,0,0
576,"@USER @USER @USER @USER @USER @USER After looking at your account, it seems like all you do is tweet hate towards trump and nothing else. If that's not what you want people to think of you mostly, then don't do it as much.",0,1,0,0,1,0,0,0
577,=@USER @USER @USER @USER @USER @USER Almost as often as Trump fails at business.,0,0,0,0,1,0,NA,0
578,@USER @USER @USER @USER @USER @USER Amazing RINO'S want Moore out but support Menedez!!!,0,0,0,0,1,NA,0,NA
579,"=@USER @USER @USER @USER @USER @USER and Calif is not The only state with this problem, look at Seattle and others.",0,1,0,0,NA,0,0,0
580,=@USER @USER @USER @USER @USER @USER and The mayor of San Juan can Still manage to get A custom tshirt bitching about The situation The She can fix.,0,0,0,0,1,0,0,0
582,@USER @USER @USER @USER @USER @USER And you are FOOL without a clue. It doesn't mean she could get the supplies to those remote areas that need it most. Piss off.,0,1,0,0,1,1,1,NA
583,"@USER @USER @USER @USER @USER @USER And you conservatives are saying how evil and how much hatred the Democrats have. Wow, just wow!! Now I see why people use the block button so much.",0,1,1,0,1,NA,NA,0
585,"=@USER @USER @USER @USER @USER @USER Because they have their own country. We can pay for everything, our children are suffering enough",0,1,1,0,1,0,0,0
586,@USER @USER @USER @USER @USER @USER Being remorseful doesn<U+FFFD>t absolve 1 from facing The repercussions of their actions no matter how much <U+23F0>is past or how much ur sry now the right thing 2 do is to stand up and be accountable for your actions,0,1,0,1,1,NA,1,0
587,=@USER @USER @USER @USER @USER @USER But The Establishment.,0,1,0,0,1,NA,NA,NA
588,=@USER @USER @USER @USER @USER @USER by about The number of illegal votes as A matter of fact,0,1,1,0,1,NA,1,NA
589,@USER @USER @USER @USER @USER @USER can not read.  He is taking after his boss--&gt;#Trump.  ha ha,1,1,0,0,1,1,1,NA
590,@USER @USER @USER @USER @USER @USER Casey...He is a true patriot...unlike you...He has compassion for his fellow Americans unlike you,1,1,0,0,1,NA,1,NA
591,"=@USER @USER @USER @USER @USER @USER Deflecting is about saying <U+FFFD>he did it, So why can<U+FFFD>t I?<U+FFFD>  her point was about blaming. My point was spot-on.",0,1,0,0,1,NA,1,NA
592,@USER @USER @USER @USER @USER @USER Don't forget @USER!  Jay Cutler got them there in a great 2nd half comeback.,0,1,0,0,NA,0,1,0
593,@USER @USER @USER @USER @USER @USER Don't think we don't see what you are doing.,0,0,0,0,1,NA,NA,0
594,=@USER @USER @USER @USER @USER @USER Doug Jones is A Marxist puppet of<U+FFFD>Crybaby<U+FFFD> Schumer So AlabamaLost,0,0,0,0,1,0,0,1
595,@USER @USER @USER @USER @USER @USER EMERGENCY Hizb Ut I5I5 Child Exploit in NY https://t.co/EXmr3zvEC3,0,0,0,0,0,0,NA,0
596,=@USER @USER @USER @USER @USER @USER Enjoy The civil war in You morally bankrupt idea less party.,0,0,0,0,1,NA,0,0
597,@USER @USER @USER @USER @USER @USER Every tax payer is paying the invoices! How do you manage to stay so ignorant and remain proud of it?!,0,1,0,0,1,NA,1,NA
598,"=@USER @USER @USER @USER @USER @USER first time in A long time, We are actually trying.",0,0,0,0,0,0,0,0
599,@USER @USER @USER @USER @USER @USER Found this live shot of her this morning after the alarm went off https://t.co/6wX2TW59u1,0,0,0,0,0,0,0,0
600,@USER @USER @USER @USER @USER @USER From going there focused on NFL &amp; taxes while americans dying total disgusting fail,0,0,0,0,1,0,0,0
601,"@USER @USER @USER @USER @USER @USER GOP try to cram Tax Reform down Amer ppl https://t.co/o0PMYscs06 probably have no earthly idea what they're cutting,how cuts work or how cuts  impact the economy.Driving force major cuts for Self,Family,Rich, https://t.",0,1,0,0,1,NA,1,NA
602,@USER @USER @USER @USER @USER @USER Got any Democrats who've seen it? Skipped them? Of course.,0,0,0,0,1,NA,0,0
603,@USER @USER @USER @USER @USER @USER Ha ha ..when it's all said and done..the ability of certain people to do basic research on web will be their downfall.,0,1,0,0,NA,NA,NA,NA
604,@USER @USER @USER @USER @USER @USER handed Obama a blank check.they're full of it at this point.,1,1,0,0,1,NA,1,NA
605,@USER @USER @USER @USER @USER @USER He's like a screen door on a submarine.,0,1,0,0,1,NA,1,0
606,"=@USER @USER @USER @USER @USER @USER he golfs at his own property and if You<U+FFFD>re talking about secret service, they<U+FFFD>re protecting him either way.",1,1,1,0,1,1,1,NA
607,@USER @USER @USER @USER @USER @USER He needs to get his facts straight...Kayleigh is sharp &amp; knows her #<U+FFFD>s!!! He is just a hack for dems<f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E>,0,1,0,0,1,NA,1,NA
608,=@USER @USER @USER @USER @USER @USER HELP. do not pass this BILL. dont care how many BRIBES. Just REMEMBER PEOPLE. THATS all that MATTERS. CONDTITUENTS who ASKED You to DEFEND.,1,1,0,0,1,1,1,NA
609,@USER @USER @USER @USER @USER @USER How many of those so called 3 million were damn illegals who had no absolute legal right to vote in a United States of America election? My bet would be an excess of over 3 million votes were completely illegal!!!! Anot,1,1,0,0,1,1,1,NA
610,@USER @USER @USER @USER @USER @USER https://t.co/tXernI1pRP,1,1,0,0,1,1,1,NA
611,@USER @USER @USER @USER @USER @USER I'd also consider the dark web amd darknets as a third level of internet. Most people don't have the ability or knowledge to access it.,0,1,0,0,1,NA,1,0
612,"@USER @USER @USER @USER @USER @USER I'm a good driver, never in 34 yrs of driving hit anyone, why should I be forced to buy auto insurance or get my license revoked for not?",0,1,1,0,0,1,NA,0
613,"@USER @USER @USER @USER @USER @USER I agree with Kevin. Progress is progress. 70% is far better than 55%. $300 may not be much to you, but it's a great deal to many who are struggling.",0,1,0,0,1,0,1,0
614,@USER @USER @USER @USER @USER @USER I am giving you my 35 year experience a a new yorker. You are welome to casually wave it away. That's seriously  condescending,0,1,0,0,1,NA,NA,NA
615,@USER @USER @USER @USER @USER @USER I didn't realize that liberals had a problem with hypocrites. You seem to have so many in your ranks.,0,1,0,0,1,0,0,NA
616,"=@USER @USER @USER @USER @USER @USER I doesn<U+FFFD>t work like that. GHW Bush did that with A tax bill and The democrats lied to him and increased spending. it<U+FFFD>s either all or nothing. Besides, The democrats CANNOT WIN on DACA or amnesty.",1,1,0,0,1,1,1,0
617,"=@USER @USER @USER @USER @USER @USER I follow Richard, and find him very insightful, But on this subject I differ with him. I<U+FFFD>m interpreting The facts differently.",0,0,0,0,NA,0,NA,0
618,"@USER @USER @USER @USER @USER @USER I have nowhere said that H-1B program was not without problems.  I have simply said the US cannot rely on bringing back the jobs of the past. We must recognize the global economy,  roll with it, benefit by it and create",0,1,0,0,1,0,1,0
619,=@USER @USER @USER @USER @USER @USER I hear you. I like @USER too.,0,0,0,0,0,0,1,0
620,@USER @USER @USER @USER @USER @USER I like that. 100% are the moral authority now. Been holding the line very well. Americans are proving to be extraordinary people,0,1,0,0,1,0,1,0
621,"=@USER @USER @USER @USER @USER @USER I mean, what The Fuck are You even talking about.  You are not A nice person.",0,0,0,0,1,0,0,NA
622,@USER @USER @USER @USER @USER @USER I never cease to be amazed that Kmart is still in business. The one's in my area would be about the very last place I'd go to shop.,0,1,0,0,NA,NA,NA,0
623,"@USER @USER @USER @USER @USER @USER I never claimed to hate her. I just feel she will do time like the rest of the corrupt, traitorous family. I don't want her to forget she, along with the rest have sold out our country to Russia. That doesn't mean I hat",0,1,0,0,1,0,1,0
624,=@USER @USER @USER @USER @USER @USER I want too HELP.,0,0,0,0,NA,0,1,0
625,=@USER @USER @USER @USER @USER @USER I<U+FFFD>ll pay for your healthcare... But You have to pay it forward and help someone else.,1,1,0,0,1,1,1,NA
626,"=@USER @USER @USER @USER @USER @USER if I were to offer Bible based guidance, it would be in The parable of The Good Samaritan. Everyone can do Good in The world.",0,1,0,0,0,NA,1,0
628,"@USER @USER @USER @USER @USER @USER Insurers leaving IA 2avoid insuring hemophiliacs,but blame Obama",0,0,0,0,1,0,NA,0
629,=@USER @USER @USER @USER @USER @USER Investigate FOX,0,0,0,0,NA,0,0,0
631,@USER @USER @USER @USER @USER @USER Isn't it past ur bedtime? Go do ur homework - troll,0,0,0,0,0,0,0,NA
632,@USER @USER @USER @USER @USER @USER It's more problematic that a single mom in NC making min wage can't get Medicaid currently. Single payer + price negotations = ONLY solution,0,1,0,0,1,NA,1,NA
633,=@USER @USER @USER @USER @USER @USER it takes A slut to Know The other sluts in The Senate,0,0,0,0,1,NA,NA,NA
634,@USER @USER @USER @USER @USER @USER June 2016 @USER led by @USER held the floor to demand #GunControlNow. Again @USER's @USER blocked efforts to save lives. https://t.co/wvMgSMpt1r,0,1,0,0,1,0,NA,0
635,@USER @USER @USER @USER @USER @USER Keep Nancy and for the jets spending money on her booze that would save a ton of taxpayer money!!,0,0,0,0,1,0,NA,NA
636,"@USER @USER @USER @USER @USER @USER Like it or not, Libs have to admit this POTUS is most transparent of all, Clinton may have worn boxers, but Trump tweets in bed! (Like all the rest of us)",0,0,0,0,1,0,1,0
637,@USER @USER @USER @USER @USER @USER Living in Houston ... sick of you people using this tragedy to slam our president!,0,1,0,0,1,NA,1,NA
638,=@USER @USER @USER @USER @USER @USER lol So right,0,0,0,0,0,0,NA,0
639,@USER @USER @USER @USER @USER @USER Love Rand's toupee ( for such a young man <f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082>).,0,0,0,0,0,0,NA,0
640,"=@USER @USER @USER @USER @USER @USER man, what kind of idiotic Tweet is that?",0,0,0,0,NA,NA,0,NA
641,@USER @USER @USER @USER @USER @USER media blaming the president when it was the fbi who sent it back.Schiff did a false government document in the court of law that would be treason,0,1,0,0,1,NA,NA,0
642,@USER @USER @USER @USER @USER @USER Medicare and Medicaid wasn't touched.,0,1,0,0,1,NA,NA,NA
643,@USER @USER @USER @USER @USER @USER Mind blown that non-paid activist wants him impeached(Sarcastic dig toward reply above yours). I am a conservative and there is nothing more frustrating than other conservatives claiming those we see with different idea,0,1,0,0,1,0,0,NA
644,=@USER @USER @USER @USER @USER @USER My friend Brian died in The E.R. Kidney failure. he lost his job and had no health care. too bad he never signed Up for The ACA.,0,1,0,0,1,NA,1,0
645,@USER @USER @USER @USER @USER @USER New american flag model https://t.co/GSurTZ4yx3,0,0,0,0,1,0,0,0
646,@USER @USER @USER @USER @USER @USER Not to mention that he threw someone else's medals over the White House fence.  Media loves to challenge that one but we here in MA have always known what a schmuck this guy is.,0,1,0,0,1,NA,1,NA
647,"@USER @USER @USER @USER @USER @USER Nothing foolish about my comment, purely factual.  Your time is up!",0,0,0,0,1,NA,NA,0
648,"=@USER @USER @USER @USER @USER @USER Obama made some mistakes-all Presidents do.But he was  not A hate filled,bigoted, Traitor,racist,women hater..fill in The blanks....guy.",0,1,0,0,1,NA,1,NA
649,@USER @USER @USER @USER @USER @USER obviously trying to prove he can hold the house. He can't. We can see his game. #TrumpSmellsLikeFear #RUSSIAGATE #ImpeachTrump,0,0,0,0,1,0,0,NA
650,@USER @USER @USER @USER @USER @USER Please get these crazies out!,0,1,0,0,1,NA,NA,1
651,@USER @USER @USER @USER @USER @USER Please tell your husband Thank You <f0><U+009F><U+0098><U+008A> for his service to our Country and keeping us safe. My Dad was also in the Navy and my Uncles and Great Uncle along with cousins are in the military or ser,1,1,0,0,1,1,1,0
652,=@USER @USER @USER @USER @USER @USER Probably was not him inside.,0,1,0,0,1,NA,1,NA
653,@USER @USER @USER @USER @USER @USER Proud that @USER @USER @USER put America &amp;needs4 #ACA #Obamacare of their states over @USER  threats https://t.co/g5QchoafRy,0,1,0,0,1,NA,1,0
654,=@USER @USER @USER @USER @USER @USER Quotes taken out of context from.the Middle of speeches are unreliable manipulations of The truth.,0,1,0,0,NA,0,NA,0
655,@USER @USER @USER @USER @USER @USER Rouge right? Try 95% of the voting population! Give me a break! Dump this RINOsaur!,0,0,0,0,1,0,0,0
656,"@USER @USER @USER @USER @USER @USER Ryan and McConnell need ot be taken down. If only for the idea of killing as many of us as they can, which is their plan. Starvation, denial of medical care, and denial of meds. And it terrifies me. It will just make fo",0,1,0,0,1,NA,NA,0
657,"@USER @USER @USER @USER @USER @USER Same when schumer was pro lottery, but it's okay for Trump to mislead his base? I'm not a Chuck fan, but it needs to be based on facts.pt1..",0,1,0,0,1,1,1,NA
658,=@USER @USER @USER @USER @USER @USER Send all illegals back. end of story  end of problem.,0,0,0,0,1,0,0,0
659,=@USER @USER @USER @USER @USER @USER serious question here: why cant they apply and go through The system like all The law abiding immigrants do?,1,1,0,0,1,1,NA,NA
660,@USER @USER @USER @USER @USER @USER Seriously mark-u r an evil person to reply like that to her post. Please reconsider and apologize. I will not be tweeting u again.,0,0,0,0,0,0,0,0
661,=@USER @USER @USER @USER @USER @USER Shark eyes.  The Souless Warmonger,0,1,0,0,1,NA,1,1
662,@USER @USER @USER @USER @USER @USER She's an idiot!  Trying to talk all manly. Bye!,1,1,1,0,1,1,1,NA
663,"=@USER @USER @USER @USER @USER @USER She was standing in front of A containers of food, do You See The irony of this tweet.",0,1,0,0,1,NA,NA,NA
664,=@USER @USER @USER @USER @USER @USER So You voted for Trump?,0,0,0,0,1,1,1,0
665,"@USER @USER @USER @USER @USER @USER So, I did not change my problem..it is all encompassing.. As 4 budget, u knw as well as I his 2018 is proposed as DC is on August session",0,1,0,0,1,0,1,0
666,"@USER @USER @USER @USER @USER @USER Sorry, that was addressed to @USER. <f0><U+009F><U+0098><U+008A>",0,0,0,0,0,0,NA,0
667,=@USER @USER @USER @USER @USER @USER Steph looks like A bogus account.,1,1,1,0,1,1,1,NA
668,@USER @USER @USER @USER @USER @USER Stop telling black kids that they'll never succeed because of white privilege. Tell them to work hard and follow their dreams.,0,1,0,0,1,NA,1,0
669,"=@USER @USER @USER @USER @USER @USER Sure. can You honestly say that Trump acts like A sane, informed, honest grownup?  never Mind ideology - I<U+FFFD>m talking character here.",0,1,1,0,1,NA,0,NA
670,"@USER @USER @USER @USER @USER @USER Ted's ears will perk up and his tail will start wagging once he sees his crush, for sure!",0,0,0,0,NA,0,NA,0
671,"@USER @USER @USER @USER @USER @USER That's a narrative that many believe,  but I don't think it's true.",0,1,0,0,1,0,NA,0
672,@USER @USER @USER @USER @USER @USER That doesn't make him successful.,0,0,0,0,0,0,0,0
673,=@USER @USER @USER @USER @USER @USER that is A statement Q said.,0,0,0,0,0,0,0,0
674,"@USER @USER @USER @USER @USER @USER That picture right there is what's wrong with congress!! They could cares less about passing a new Healthcare bill, Tax reform, or any other bill to help Americans!! It's has nothing to do with us it's all about them an",0,1,0,0,1,1,1,NA
675,=@USER @USER @USER @USER @USER @USER that was A ridiculous tweet. go ride A pineapple.,0,0,0,0,0,0,0,0
676,@USER @USER @USER @USER @USER @USER The <U+FFFD>temporary<U+FFFD> point is dumb. The only way they would be temporary is if Democrats actually vote to not extend them in 2027.,0,1,0,0,1,NA,1,1
677,=@USER @USER @USER @USER @USER @USER The big banks and trading companies manipulate The stock market and use micro transactions to ensure their dominance in The stock market,0,1,0,0,NA,NA,NA,0
678,"@USER @USER @USER @USER @USER @USER The page wasn't verified when I wrote my tweet. Is now, though. Thanks.",0,1,0,0,NA,NA,1,0
679,"=@USER @USER @USER @USER @USER @USER There aren<U+FFFD>t any examples, that<U+FFFD>s A go-to Democrat response.",0,0,0,0,1,0,NA,0
680,=@USER @USER @USER @USER @USER @USER they are all nuts. back to @USER and keeping an eye on My he puppy,0,0,0,0,1,0,1,NA
681,@USER @USER @USER @USER @USER @USER They just know Trump's guilty. Why else try so hard to shut down an investigation that could CLEAR him and remove ALL doubt?,0,1,0,0,1,NA,1,NA
682,=@USER @USER @USER @USER @USER @USER things can change overnight.,0,1,0,0,NA,NA,NA,0
683,"@USER @USER @USER @USER @USER @USER This is what they object to; any kind of pragmatism or cost/benefit analysis. Their motto is always ""All in or nothing"". Not good for the US",0,0,0,0,NA,NA,NA,0
684,@USER @USER @USER @USER @USER @USER trump is the most corrupt Pres ever. not even close https://t.co/hzz9rFQu2A,0,0,0,0,NA,NA,1,NA
685,"@USER @USER @USER @USER @USER @USER Trump Winery to Add Foreign Workers. https://t.co/kwAWb8uFlE You've been flimflammed, hustled, bamboozled, pull your head out of your ass.",0,1,0,0,1,NA,1,1
686,@USER @USER @USER @USER @USER @USER U mean the roll call King... NOT ONE FREAKIN BILL in 26 yrs... tax payers sure got their monies worth.. BTW HE SUCK As VT MAYOR TOO!,0,1,0,0,1,NA,1,NA
687,@USER @USER @USER @USER @USER @USER U R making this worse than it has to be. Will out. https://t.co/bQX27H6Umx,0,0,0,0,1,0,NA,0
688,@USER @USER @USER @USER @USER @USER Under the Logan act? Lol What about Bill Clinton helping Yeltsin? What about Ted Kennedy conspiring against Reagan in 84 with the KGB? Do we ignore that?,0,1,0,0,1,1,NA,0
689,@USER @USER @USER @USER @USER @USER We've got an army ready! https://t.co/qEfVGR64Ef,0,1,0,0,1,NA,NA,NA
691,@USER @USER @USER @USER @USER @USER Well...there<U+FFFD>s this...<f0><U+009F><U+0098><U+0082> https://t.co/kNP8A8d18u,0,0,0,0,1,NA,NA,0
692,=@USER @USER @USER @USER @USER @USER what A nutcase this woman is. I mean She<U+FFFD>s really insane. We must get her out of our Government and put on A funny farm somewhere,0,1,0,0,1,NA,0,NA
693,=@USER @USER @USER @USER @USER @USER what baby killing medication that employers pay for men. Ed is medical condition.,0,1,0,0,1,1,1,NA
694,"@USER @USER @USER @USER @USER @USER what is hurting people the most is the fact that those you seem to support are in fact killing you with poisoned water, food, and chemtrails and you keep supporting them. that 's how brainwashed you are.",0,1,1,0,1,NA,NA,NA
695,"@USER @USER @USER @USER @USER @USER What you mean when you say ""subjective""(if you think it through) is ""we don't have time/resources to find the truth."" I agree with the latter, not the former.",0,1,1,0,1,NA,1,NA
696,=@USER @USER @USER @USER @USER @USER where are You going with this?,0,0,0,0,0,NA,0,0
697,@USER @USER @USER @USER @USER @USER WHY ARE YOU TRASHING OUR GOVERNMENT? https://t.co/ptIjFap9xj,0,0,0,0,1,NA,0,0
698,"=@USER @USER @USER @USER @USER @USER why is this The case? Benghazi was A gun running, money laundering operation, why Has this person not been CONTACTED?",0,1,1,0,1,1,NA,0
699,=@USER @USER @USER @USER @USER @USER Wish I was there.,0,1,0,0,1,1,1,NA
700,"@USER @USER @USER @USER @USER @USER Ya, Kathy, you should delete your account. <f0><U+009F><U+0091><U+0080>",0,1,0,0,1,NA,NA,NA
701,@USER @USER @USER @USER @USER @USER Yep with your one token black person and 2 token females.....,0,0,0,0,1,0,0,0
702,"@USER @USER @USER @USER @USER @USER Yep! Because only a holy man would ""move on her like a bitch"". Holy men brag about sexual assault and ratings, right?",0,1,0,0,0,NA,0,NA
703,"@USER @USER @USER @USER @USER @USER Yes I ""eats"" everyday while ""she"" runs the country that is true.",0,0,0,0,1,0,0,0
704,"@USER @USER @USER @USER @USER @USER Yes! I was actually on her show in 2009 Haha I thought I was going to die but she was really nice to me! I won my judgment, too.",0,1,1,0,0,0,1,0
705,@USER @USER @USER @USER @USER @USER Yes....I<U+FFFD>ve reported &amp; blocked her &amp; was able to show all her hateful tweets.,0,1,0,0,1,1,1,NA
706,@USER @USER @USER @USER @USER @USER You'll get the same thing with the current health care they're trying to push. <f0><U+009F><U+00A4><U+00B7><f0><U+009F><U+008F><U+00BE><U+200D><U+2640><U+FE0F>,0,0,0,0,1,0,NA,0
707,"@USER @USER @USER @USER @USER @USER You do know that YOUR definition of ""incompetence"" is different from the person across the street right?  EG: I think hes doing a great...",0,1,1,0,1,NA,1,NA
708,@USER @USER @USER @USER @USER @USER You don't think it's odd that Andrew McCabe resigned.  Do you think it's coincidental that over 200 CEOs have resigned?  There is something deeper and more sinister happening and that is the whole point of this being re,0,1,0,0,1,0,0,0
710,@USER @USER @USER @USER @USER @USER You lost it? Need a pic of that!,0,0,0,0,0,NA,1,0
711,@USER @USER @USER @USER @USER @USER You need to go listen to Conservatives in those countries. They've had it too. What happened in our country is happening worldwide.,0,1,0,0,1,0,1,0
712,@USER @USER @USER @USER @USER @USER You still haven't answered the question and keep deflecting from it because you can't answer it like most typical liberals!,0,0,0,0,1,0,0,NA
713,@USER @USER @USER @USER @USER @USER You truly are an idiot!!,0,1,0,0,1,NA,1,0
714,=@USER @USER @USER @USER @USER @USER You<U+FFFD>re an effortless liar with as much disconnect from The facts as The average Republican.,0,0,0,0,1,0,NA,NA
715,"=@USER @USER @USER @USER @USER @USER your A two faced liar- go kiss soros butt, You are A Traitor-You need to leave your position",1,1,0,0,1,1,1,1
716,"@USER @USER @USER @USER @USER @USER your question should also be,""What did the democrats know, when, and what part did any of the democrats or republicans  have to do with it?""",0,0,0,0,1,NA,NA,0
718,@USER @USER @USER @USER @USER <f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082> Cruzer is a loser.,0,1,0,0,1,NA,1,1
719,=@USER @USER @USER @USER @USER A very simple search of The Internet brings back thousands of sources saying The models are wrong and inaccurate. But You are too smart?,0,1,0,0,0,NA,NA,0
720,=@USER @USER @USER @USER @USER Abortions performed that late are Literally wanted pregnancies that are either not viable or going to kill The mother You fucking idiot.,0,1,1,0,1,NA,1,NA
721,=@USER @USER @USER @USER @USER absolutely I<U+FFFD>m not far behind you. I agree.,0,0,0,0,NA,NA,1,NA
722,"=@USER @USER @USER @USER @USER Again, I agree with You",0,0,0,0,NA,NA,NA,0
723,@USER @USER @USER @USER @USER Agree....This mentality in Germany gave rise to Hitler. Than there's the nukes.,0,1,0,0,1,NA,1,NA
724,@USER @USER @USER @USER @USER Agreed!  Would be great for Illinois to retire both  Roskam and Bost!,0,1,0,0,1,1,1,0
725,@USER @USER @USER @USER @USER Ah I see your little friend Brian doesn't understand or know the definition of racism..,0,0,0,0,NA,NA,NA,NA
726,"@USER @USER @USER @USER @USER ahh, u honestly think calling urself ""moralist"" makes you any less racist?",0,1,0,0,1,1,1,1
727,"=@USER @USER @USER @USER @USER all The democrats should boycott, both The in-person appearance as well as those Watching at home. what he will say will only be LIES anyway.  I for one will not be tuning in.",0,0,0,0,1,0,0,0
728,=@USER @USER @USER @USER @USER and its on video unlike A private mtg,0,1,0,0,1,1,1,NA
729,=@USER @USER @USER @USER @USER and Mike Lee all are republicans voted no. can<U+FFFD>t even Keep your own people in line.,0,1,0,0,1,0,0,0
730,@USER @USER @USER @USER @USER and STILL you do nothing! Sleazy corrupt traitors https://t.co/JpCvIRQDgG,0,0,0,0,1,NA,NA,NA
731,"=@USER @USER @USER @USER @USER and The GOP in congress let<U+FFFD>s them Know that they don<U+FFFD>t care, either.",0,0,0,0,1,0,0,0
732,@USER @USER @USER @USER @USER and what fire power was used. If you can prove that a 38 special killed,0,1,0,0,1,1,1,NA
733,@USER @USER @USER @USER @USER And what you're doing here is also insensitive and insane. Lets politicize a families grief.,0,1,0,0,1,0,NA,0
734,"@USER @USER @USER @USER @USER Appreciate your leadership . Please include HR392 , kindly end our misery of being in greencard backlog.",0,1,0,0,1,NA,1,NA
736,@USER @USER @USER @USER @USER Auntie Russian Vodka are you forgetting the meeting with Russians in Trump tower? One of many Russian contacts .,0,1,0,0,1,NA,1,NA
737,=@USER @USER @USER @USER @USER be My guest,0,0,0,0,1,NA,1,0
738,@USER @USER @USER @USER @USER Believing lies need to stop.  Stop being a tool for globalism.  You are so deceived that you have even sold your soul and don't even know it,0,1,0,0,1,1,1,NA
739,=@USER @USER @USER @USER @USER better for who? Oh for You when they charge you.,0,0,0,0,NA,NA,NA,NA
740,"=@USER @USER @USER @USER @USER black women make less Because less black women are in high paying positions, which is caused by choices they made",0,1,0,0,1,NA,0,0
741,=@USER @USER @USER @USER @USER Bot,0,0,0,0,0,NA,0,0
742,@USER @USER @USER @USER @USER Both of them in public in texas at the same time is like a Bigfoot sighting. I'm sure public q and a would be asking too much.,0,0,0,0,1,0,NA,0
743,@USER @USER @USER @USER @USER Build the wall https://t.co/yMi0GZJl9d,0,1,0,0,1,NA,1,0
